,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
4621,10.65,0,0.085135953,13,232.3668,1997,2,0,0,3685.8688
4623,18.25,1,0.04421348,7,173.408,1987,0,2,0,1038.648
4625,19.6,1,0.094308058,9,251.8698,1999,1,0,0,3551.3772
4627,9.6,0,0.014234595,13,190.2872,1999,1,0,0,4727.18
4628,8.51,0,0.078526225,13,173.5422,1999,1,0,0,5000.8238
4629,5.88,1,0.0249887,9,150.3392,2009,1,2,1,447.4176
4630,8.905,1,0.143712172,5,60.2878,2009,1,2,1,1151.1682
4632,8.85,1,0.053822086,6,183.8292,1987,0,2,0,2554.0088
4633,20.7,1,0.043011277,4,177.2028,2009,1,2,1,3364.9532
4635,6.3,1,0.127968205,3,209.627,2009,1,2,1,3984.813
4636,17.5,0,0.007570599,4,144.6102,2009,1,2,1,2187.153
4638,5.765,1,0.081996785,0,40.1164,2004,2,1,0,540.6296
4639,17.75,0,0.067777778,0,186.924,2009,1,2,1,3169.208
4641,8.355,1,0.013929059,0,94.1462,1997,2,0,0,2221.1088
4643,10.5,0,0,0,143.3128,1997,2,0,0,1438.128
4644,12.5,1,0.112681821,3,119.144,2009,1,2,1,3235.788
4646,20.75,1,0.02512588,8,150.4734,2004,2,1,0,890.8404
4649,7.96,1,0.028357839,3,163.2894,2004,2,1,0,4530.1032
4651,6.635,0,0.006335942,0,121.8098,1999,1,0,0,2048.6666
4652,15.5,1,0.032845997,0,106.7938,1987,0,2,0,3215.814
4653,6.13,1,0.076735903,4,62.4536,1997,2,0,0,1225.072
4654,7.315,1,0.01530184,13,154.434,1997,2,0,0,1378.206
4657,15.85,1,0.137053947,3,94.4094,2009,1,2,1,1047.3034
4658,15,1,0,13,43.4744,1997,2,0,0,543.2928
4659,19.1,1,0.177236497,9,172.3422,2004,2,1,0,2586.633
4660,19,1,0.111830282,5,105.4622,1987,0,2,0,952.7598
4661,13.5,1,0,0,84.654,1999,1,0,0,1211.756
4662,16.75,0,0.008204465,3,99.8674,1999,1,0,0,2342.9502
4669,14.85,0,0.009954237,13,158.263,1999,1,0,0,2659.871
4671,13.5,0,0.067859568,4,60.1562,2004,2,1,0,1599.9174
4678,17.7,0,0.041098734,6,80.9276,2009,1,2,1,487.3656
4679,13.1,1,0.01209726,11,188.853,2004,2,1,0,3225.801
4680,14.3,0,0.034382602,0,96.5726,1987,0,2,0,2251.0698
4683,5.78,0,0.074451126,13,264.5568,2009,1,2,1,6327.7632
4685,13.65,0,0.078786674,4,184.824,1997,2,0,0,3355.632
4687,20.25,1,0.058935522,9,246.646,1997,2,0,0,2463.46
4689,16.1,1,0.034306962,6,252.3356,1997,2,0,0,3815.034
4691,17.6,0,0.076431919,10,113.2202,2009,1,2,1,2025.3636
4694,9.065,1,0.115233813,5,94.4094,1987,0,2,0,2856.282
4695,16.85,0,0.159825617,5,195.5478,2004,2,1,0,4262.4516
4697,9.3,1,0.066727717,5,181.6292,1987,0,2,0,2371.5796
4698,6.215,1,0.012146608,6,37.9848,2004,2,1,0,782.9808
4701,16.25,1,0.087158654,4,95.141,2004,2,1,0,2220.443
4702,15.15,1,0.027756137,0,150.4708,1987,0,2,0,2106.5912
4703,13.15,1,0.092589917,9,159.5604,1987,0,2,0,1901.5248
4704,12.15,1,0,9,117.615,1987,0,2,0,1514.695
4706,20.85,1,0.121227447,13,197.5452,2004,2,1,0,4306.3944
4707,18.2,0,0.066284519,6,247.2092,2004,2,1,0,3486.1288
4708,8.3,1,0.03549838,6,36.6506,2009,1,2,1,455.4072
4712,19,1,0.111902259,5,105.4622,2004,2,1,0,1905.5196
4713,10.5,1,0.071548187,5,120.2098,2009,1,2,1,602.549
4714,8.8,1,0.071540443,13,210.6612,1999,1,0,0,2508.7344
4718,17.75,0,0.156802171,4,242.1538,2004,2,1,0,4326.3684
4719,20.75,1,0.024144862,6,123.373,2004,2,1,0,2093.941
4720,16.7,0,0.062297249,13,60.6562,2009,1,2,1,592.562
4723,15.35,0,0.113217223,6,191.1504,1997,2,0,0,1725.7536
4724,12.1,1,0,6,177.3002,2004,2,1,0,3044.7034
4725,12.15,1,0,9,118.515,2009,1,2,1,1398.18
4727,16.35,1,0.013363902,11,106.128,2004,2,1,0,1917.504
4729,7.27,1,0.07136748,14,111.8518,2009,1,2,1,2277.036
4730,13.8,1,0.058192802,4,246.9802,1999,1,0,0,5896.3248
4731,20.25,0,0.022976493,0,240.3538,1999,1,0,0,4086.0146
4732,9.3,1,0.111220521,1,65.7826,1997,2,0,0,968.739
4733,14.15,1,0.037967687,15,125.6046,1999,1,0,0,1618.5598
4735,8.115,0,0.032158866,3,154.8972,1997,2,0,0,1713.7692
4738,12.5,1,0.018845298,8,96.7384,2004,2,1,0,2759.0752
4739,9.8,0,0.056375879,1,84.6908,2004,2,1,0,1006.6896
4740,19.7,0,0.161356273,3,253.1014,2009,1,2,1,2805.0154
4742,19.75,1,0.033942546,13,213.5902,1999,1,0,0,4460.1942
4743,18.5,1,0.025740259,10,89.4172,1987,0,2,0,1605.9096
4745,12.35,0,0.033754478,10,199.0426,2004,2,1,0,3361.6242
4747,5.365,0,0.140458316,12,169.7764,1999,1,0,0,3263.7516
4749,20.5,0,0,5,82.8592,2004,2,1,0,908.1512
4750,8.71,1,0.139228412,3,49.5376,1997,2,0,0,1198.44
4753,17.6,1,0.00799436,4,171.6422,1987,0,2,0,3793.7284
4755,13,0,0.030083482,3,61.922,2004,2,1,0,1557.972
4757,20.35,1,0.060649213,0,232.7616,1987,0,2,0,2812.3392
4758,18.6,1,0.151931742,2,101.1358,1987,0,2,0,1105.8938
4761,17.85,1,0.052389407,13,120.9072,2009,1,2,1,2817.6656
4762,16.35,1,0.013355306,11,105.528,1987,0,2,0,2024.032
4765,14.15,1,0.034845668,13,242.7828,1987,0,2,0,3167.8764
4766,17.2,0,0.025162022,3,145.9418,2004,2,1,0,1765.7016
4769,20.35,0,0.014825605,6,233.2958,1997,2,0,0,4206.5244
4771,9.3,1,0.043785694,7,191.6846,1997,2,0,0,3057.3536
4776,16.35,1,0.029565309,9,256.4646,2009,1,2,1,515.3292
4777,9.695,0,0.128283243,0,226.1404,1997,2,0,0,3375.606
4779,14.3,0,0.065195229,6,88.9856,2004,2,1,0,1669.8264
4782,18.35,1,0,4,151.934,1987,0,2,0,306.268
4783,15.2,1,0.09698132,8,116.3492,1987,0,2,0,2548.6824
4784,20.2,1,0.064351908,13,259.4646,2004,2,1,0,2061.3168
4787,12.15,1,0.021719387,1,163.1184,2004,2,1,0,3467.4864
4790,14.85,1,0.018571641,3,187.3214,1997,2,0,0,4333.6922
4791,11.8,1,0,6,45.2402,2009,1,2,1,1148.505
4792,14.7,1,0.020952705,7,143.5128,1999,1,0,0,2444.8176
4794,18.75,1,0.034278798,9,214.1218,1987,0,2,0,4488.1578
4797,19.6,1,0.025325897,8,150.9024,1999,1,0,0,3795.06
4801,7.81,0,0.055216312,3,125.5046,2004,2,1,0,3237.1196
4804,10.8,1,0.098814721,10,100.5042,2009,1,2,1,1884.8798
4805,9.5,0,0.022058724,10,196.8452,1997,2,0,0,3523.4136
4806,20.7,0,0.100091576,6,125.5388,1987,0,2,0,2105.2596
4808,15.6,1,0.037841362,13,125.2704,2009,1,2,1,2628.5784
4809,9,1,0.081943273,5,214.5534,1987,0,2,0,3440.8544
4813,5.825,1,0.091857904,9,160.7894,2009,1,2,1,1617.894
4815,12.85,1,0.108633372,6,233.8642,2009,1,2,1,2323.642
4817,17.5,1,0.016720132,10,139.918,1987,0,2,0,419.454
4818,17,1,0.055433377,4,221.1114,1997,2,0,0,4434.228
4819,7.05,1,0.084966021,13,111.1912,1997,2,0,0,1965.4416
4820,5.78,0,0.074135053,13,264.0568,2004,2,1,0,2109.2544
4821,15.2,1,0.091745951,13,229.0352,2004,2,1,0,2290.352
4823,11.35,0,0.00552947,6,169.279,2004,2,1,0,2376.906
4825,16.25,1,0.087310672,4,95.541,1999,1,0,0,1544.656
4826,12.85,1,0.022639195,6,179.7318,1999,1,0,0,2165.1816
4828,8.84,0,0.076873991,5,109.9228,2009,1,2,1,1547.3192
4830,17.75,1,0.111301625,11,107.5912,1997,2,0,0,1528.6768
4833,10.65,1,0,6,57.1272,2004,2,1,0,279.636
4834,13.1,1,0.07494003,4,75.0354,1997,2,0,0,902.8248
4840,12.1,1,0.029902679,14,144.3444,2009,1,2,1,1161.1552
4841,13.85,0,0.056547986,2,232.73,2009,1,2,1,6291.81
4842,16.35,1,0.034726222,9,125.602,1999,1,0,0,3036.048
4843,18.35,1,0.088908547,9,192.8504,1987,0,2,0,2876.256
4845,12.1,1,0.020568574,13,150.4734,1997,2,0,0,2078.6276
4846,12.1,1,0.020564685,13,148.2734,2004,2,1,0,3266.4148
4847,19.25,0,0.058226609,5,85.2908,1987,0,2,0,671.1264
4848,8.71,0,0.072155462,3,183.3924,1997,2,0,0,3146.5708
4849,10.5,1,0.027253711,9,170.9106,1987,0,2,0,3251.1014
4850,11.6,0,0.144604071,4,240.8222,2009,1,2,1,3585.333
4854,8.05,0,0.078400465,6,259.0646,1997,2,0,0,4380.2982
4856,10.3,0,0.058918844,6,191.653,1999,1,0,0,5313.084
4857,12.5,1,0.031176157,6,103.099,2009,1,2,1,722.393
4858,7.63,1,0.061159246,14,92.5436,1999,1,0,0,1607.2412
4859,13.5,0,0,13,78.396,2004,2,1,0,1438.128
4862,8.21,1,0.010808272,7,150.5392,2009,1,2,1,1043.9744
4863,11.65,0,0.010963269,10,110.9544,2009,1,2,1,335.5632
4865,7.72,0,0.075035902,1,78.7986,2009,1,2,1,856.8846
4866,5.88,1,0.024882614,9,149.4392,2004,2,1,0,1640.5312
4867,6.85,1,0.022878953,5,262.3594,2004,2,1,0,3924.891
4869,7.52,1,0.055081623,6,128.8994,1987,0,2,0,2055.9904
4870,13.65,0,0.025920816,13,81.2302,1997,2,0,0,2059.9852
4875,12.1,1,0.030102335,3,74.767,1987,0,2,0,2220.443
4876,5.98,1,0.043740308,6,145.3418,2009,1,2,1,2354.2688
4877,9,1,0.069653585,8,266.2884,1999,1,0,0,2914.8724
4878,7.145,1,0.01785932,5,160.6578,2009,1,2,1,2246.4092
4881,19.5,1,0.128181759,1,156.1314,2004,2,1,0,2792.3652
4882,8.71,1,0.121250374,3,92.7778,1997,2,0,0,1032.6558
4883,11.5,1,0.014921093,15,173.908,2009,1,2,1,1211.756
4884,18.85,1,0.040434372,9,244.3144,1999,1,0,0,5635.3312
4886,6.135,1,0.079094835,14,114.386,1999,1,0,0,1018.674
4887,5.655,1,0.175793413,14,146.9102,2009,1,2,1,1749.7224
4888,14.85,0,0.019495051,4,261.291,1987,0,2,0,10256.649
4889,20.75,0,0.063313974,2,153.7682,2004,2,1,0,1829.6184
4890,10,1,0.0674819,13,234.859,2009,1,2,1,1181.795
4891,10.3,1,0.070026951,4,263.6226,2004,2,1,0,6608.065
4892,5.675,0,0.023496967,13,156.1288,1997,2,0,0,2828.3184
4893,5.51,1,0,8,98.9726,2009,1,2,1,1565.9616
4895,17.75,1,0.07626905,0,113.1544,2009,1,2,1,1006.6896
4898,10,0,0.03773288,13,128.2994,1987,0,2,0,1413.4934
4899,18.2,0,0.066400129,6,250.1092,1999,1,0,0,5727.2116
4900,19.35,0,0.039920687,14,163.3868,2004,2,1,0,3439.5228
4902,7.39,1,0.120180894,11,141.447,1987,0,2,0,2290.352
4903,7.945,1,0.015900971,13,163.821,1999,1,0,0,1794.331
4904,16,0,0.172759093,13,157.0972,1997,2,0,0,4673.916
4905,20.1,1,0.077454252,8,59.2536,1997,2,0,0,735.0432
4908,17.7,0,0.016664252,6,47.9034,2009,1,2,1,729.051
4911,5.11,1,0,9,164.721,2009,1,2,1,3588.662
4914,18.25,0,0.183142346,4,110.357,1987,0,2,0,2087.283
4915,15.6,0,0,13,170.6132,1987,0,2,0,6595.4148
4916,13,1,0.153857402,3,76.3986,1999,1,0,0,778.986
4917,7.02,1,0.081290366,6,147.3734,1999,1,0,0,2524.0478
4918,19.7,1,0.066935459,13,177.537,1997,2,0,0,3175.866
4919,9.1,1,0.055514919,9,112.5518,1999,1,0,0,341.5554
4921,17.75,1,0.098108957,8,240.9196,2009,1,2,1,4579.3724
4922,19.5,1,0.128405328,1,156.4314,1999,1,0,0,2326.971
4923,7.685,1,0.025477448,8,145.276,1997,2,0,0,3515.424
4928,12.65,1,0.042276746,9,108.4938,1999,1,0,0,1500.7132
4932,6.425,1,0.010480751,3,116.5808,2009,1,2,1,2460.7968
4934,19.6,1,0.03387323,14,56.1614,1987,0,2,0,828.921
4935,20.7,1,0.039238384,9,152.8366,2004,2,1,0,2569.3222
4937,8.275,1,0.110197977,9,104.2306,1987,0,2,0,3658.571
4939,19.85,1,0.045631231,6,128.102,1987,0,2,0,1265.02
4942,17.7,0,0.135306012,15,183.7924,1999,1,0,0,2221.1088
4944,8.39,0,0.024201084,5,112.6176,2004,2,1,0,2175.8344
4945,9.195,1,0.015856295,0,81.6592,2004,2,1,0,1403.5064
4946,8.93,1,0.028411899,4,152.334,2004,2,1,0,2143.876
4947,15.7,1,0.160529322,9,59.2562,1987,0,2,0,296.281
4953,20.75,1,0.02128304,14,153.5024,1999,1,0,0,2428.8384
4958,13.3,1,0.079739853,4,233.03,1987,0,2,0,5359.69
4959,6.215,1,0.012167793,6,37.4848,1999,1,0,0,111.8544
4960,6.67,0,0,13,90.5514,2009,1,2,1,974.0654
4962,12.15,1,0.018407033,5,254.7698,2004,2,1,0,5834.4054
4963,16.6,1,0.050369191,3,117.2124,1999,1,0,0,1422.1488
4965,20.85,0,0.056465714,1,103.6648,1997,2,0,0,2285.0256
4966,11,1,0.054928641,8,101.7358,2004,2,1,0,1508.037
4967,15.6,1,0.066829875,11,185.5924,1999,1,0,0,3146.5708
4971,20.2,1,0.064464147,13,255.7646,1999,1,0,0,5410.9566
4972,18,1,0.124959013,5,116.5124,2009,1,2,1,355.5372
4973,6.75,0,0,4,96.7752,1999,1,0,0,1342.2528
4974,12.35,0,0.15911489,10,158.1946,2009,1,2,1,1104.5622
4976,14.8,1,0.081168135,10,190.5846,1999,1,0,0,3630.6074
4977,5.11,1,0.034874689,9,161.721,1997,2,0,0,2446.815
4978,6.38,1,0.031898175,4,177.4344,1997,2,0,0,1784.344
4979,8.3,0,0.038211537,4,87.7198,1997,2,0,0,1569.9564
4983,8.235,1,0.014456938,8,184.795,2004,2,1,0,1464.76
4984,10.195,1,0.126383094,3,112.1886,1997,2,0,0,667.1316
4985,10.695,0,0.127620811,4,119.244,1987,0,2,0,3475.476
4986,8.38,0,0.046878474,0,109.857,2004,2,1,0,2306.997
4988,9.195,0,0.0471117,5,52.0666,2004,2,1,0,615.1992
4989,8.1,0,0.019768503,3,88.6198,1997,2,0,0,1569.9564
4991,17.6,1,0.018905326,8,234.659,1997,2,0,0,8508.924
4992,20.25,1,0.014280554,9,148.0418,2009,1,2,1,1177.1344
4993,5.98,1,0.075675438,7,53.3614,1999,1,0,0,331.5684
4994,18.75,1,0.010381661,9,207.8954,1999,1,0,0,2292.3494
4996,8.52,1,0.02705936,14,153.3682,1997,2,0,0,914.8092
4997,15.5,0,0.126199917,6,178.4028,2009,1,2,1,1239.7196
4998,16.7,0,0.119462225,6,182.7976,1997,2,0,0,1810.976
4999,9.6,0,0.027454997,13,258.1304,2009,1,2,1,2324.9736
5000,9.13,1,0.051928034,9,151.4024,1999,1,0,0,1973.4312
5001,10.5,0,0,15,78.296,1997,2,0,0,1438.128
5002,17,1,0.119570595,5,249.7434,1999,1,0,0,4221.8378
5004,9.195,1,0.101275792,0,46.4744,2004,2,1,0,950.7624
5005,10.1,1,0.056077574,9,117.8492,1997,2,0,0,1621.8888
5007,8.655,0,0.088178053,13,122.6756,2004,2,1,0,2302.3364
5008,17.85,0,0.046608497,6,122.9388,1997,2,0,0,3095.97
5009,10.65,0,0.085119855,13,229.8668,2004,2,1,0,4146.6024
5010,13.65,0,0.031418984,3,99.27,1987,0,2,0,2596.62
5013,16.7,0,0,15,63.6168,1999,1,0,0,1342.2528
5015,19.25,1,0.102188428,4,54.3956,2009,1,2,1,1201.1032
5016,11,0,0.133034816,3,222.0798,1987,0,2,0,2864.9374
5018,14,0,0.029722659,4,143.4786,1997,2,0,0,1589.2646
5019,7.365,1,0.042733625,6,226.972,2009,1,2,1,3848.324
5020,20.85,0,0.062172698,0,90.2514,1987,0,2,0,619.8598
5021,7.64,0,0.070704474,13,93.412,1997,2,0,0,1491.392
5023,17.7,0,0.122065518,10,103.3674,1999,1,0,0,2546.685
5025,12.35,1,0.041737627,8,33.1216,1997,2,0,0,519.324
5026,8.42,1,0.11227101,8,63.2168,1997,2,0,0,703.0848
5028,6.305,0,0.12301331,13,93.2436,1987,0,2,0,2079.9592
5032,7.405,1,0.015271793,3,89.9146,1997,2,0,0,1550.6482
5033,6.405,1,0.136512858,13,128.7678,1999,1,0,0,3052.0272
5034,19.7,1,0.078034976,0,178.066,1999,1,0,0,3954.852
5035,17.7,0,0.042649476,5,162.721,2009,1,2,1,978.726
5036,17.6,1,0.104859135,13,161.8868,2004,2,1,0,4094.67
5037,15.85,0,0.110202066,5,39.7506,1999,1,0,0,721.0614
5038,17.5,1,0.01558456,6,185.1266,1999,1,0,0,4795.0916
5042,20.75,0,0.129864461,12,240.188,2009,1,2,1,5992.2
5045,12.5,0,0.062343432,0,199.7426,1997,2,0,0,593.2278
5046,7.02,1,0.049942926,4,82.425,1999,1,0,0,1414.825
5047,19.1,0,0.025867261,6,147.6418,2004,2,1,0,1471.418
5048,5.785,0,0.038817121,6,262.6252,1999,1,0,0,524.6504
5052,14.15,1,0,9,196.311,1997,2,0,0,3338.987
5053,16.2,1,0.175898114,8,183.7608,2009,1,2,1,2940.1728
5054,7.72,0,0.074847665,1,78.8986,1999,1,0,0,623.1888
5055,18.6,1,0.118180011,11,56.2588,1997,2,0,0,1030.6584
5059,19,1,0.026963909,9,129.8336,1987,0,2,0,3451.5072
5061,18,1,0.008533716,0,78.5618,1987,0,2,0,402.809
5064,20.5,1,0.036353098,5,75.8696,1997,2,0,0,2386.2272
5066,20.6,1,0.023548476,6,93.3778,2009,1,2,1,1314.2892
5067,15.85,1,0.069043044,1,218.7166,1987,0,2,0,4136.6154
5068,20.6,0,0.048010812,6,187.7556,1999,1,0,0,3004.0896
5069,10.3,0,0.058778429,6,187.853,1987,0,2,0,2656.542
5072,11.35,0,0.044945123,13,101.0016,1987,0,2,0,2631.2416
5073,10.195,1,0.126579586,3,112.2886,1999,1,0,0,2557.3378
5074,17.5,1,0.016802225,10,138.518,2009,1,2,1,2376.906
5076,11,1,0.03786331,8,40.948,1987,0,2,0,319.584
5077,5.92,0,0.019200003,14,47.7692,1997,2,0,0,492.692
5078,13.3,1,0.079791176,4,232.73,2004,2,1,0,2796.36
5079,18.2,1,0.16334971,8,45.1086,1999,1,0,0,669.129
5080,9.395,0,0.109265987,14,42.3112,1999,1,0,0,980.0576
5081,6.75,0,0.10821852,4,96.3752,2004,2,1,0,1342.2528
5082,15.7,1,0.122392031,3,133.1942,1987,0,2,0,2782.3782
5086,11.1,1,0.059835659,6,151.3366,2004,2,1,0,3022.732
5087,12.8,1,0.091408076,11,108.9938,2009,1,2,1,1071.938
5094,7.645,0,0,13,41.8112,1997,2,0,0,894.8352
5099,8.645,1,0.144006886,8,94.741,2009,1,2,1,1061.951
5100,8.97,1,0.093159233,9,55.7956,1999,1,0,0,1037.3164
5102,5.405,0,0.053839714,3,198.6742,2009,1,2,1,2388.8904
5104,10.195,0,0.017658634,15,240.1538,1999,1,0,0,1442.1228
5105,6.935,0,0.041282286,13,103.5332,1997,2,0,0,1230.3984
5107,8.88,1,0.086781204,7,152.2682,1997,2,0,0,1829.6184
5110,9,1,0.019502965,9,169.4474,2004,2,1,0,4211.185
5111,21.25,1,0.024650932,9,146.0102,2004,2,1,0,2916.204
5112,12.35,1,0.026722744,3,59.2246,1999,1,0,0,984.7182
5114,16.85,0,0.023154399,13,43.9428,1997,2,0,0,351.5424
5115,14.7,1,0.072284689,6,49.8034,2004,2,1,0,631.8442
5116,8.63,0,0.028391879,3,173.9422,2009,1,2,1,4138.6128
5117,7.935,1,0.031866022,9,261.291,2009,1,2,1,2892.901
5119,19.85,1,0.064409056,8,126.7704,2004,2,1,0,1752.3856
5120,5.765,1,0.082012293,0,37.5164,1997,2,0,0,656.4788
5121,17.75,0,0.157075658,4,240.5538,1999,1,0,0,3845.6608
5123,8.235,1,0.014459672,8,181.895,1997,2,0,0,732.38
5125,6.13,1,0.10234983,6,55.0298,1999,1,0,0,539.298
5126,9.1,1,0.174827835,0,127.2362,2009,1,2,1,1635.8706
5127,18.7,1,0.104591027,5,121.4072,1987,0,2,0,2450.144
5128,15.5,0,0.075868843,0,261.7568,1999,1,0,0,1845.5976
5129,10.695,0,0.086764795,13,156.7972,2004,2,1,0,3427.5384
5130,6.695,1,0.03408026,5,220.8456,2009,1,2,1,5084.0488
5131,16,1,0.072655379,9,229.8668,2004,2,1,0,4837.7028
5132,5.59,0,0.056555715,13,62.6168,1987,0,2,0,639.168
5134,12.3,0,0.064882207,15,93.8804,2009,1,2,1,1470.0864
5136,17.75,1,0.034752647,4,248.775,1997,2,0,0,3745.125
5137,17.75,1,0.030631323,11,178.566,2009,1,2,1,2516.724
5140,12.35,0,0.038657256,6,110.257,2009,1,2,1,1757.712
5141,16.7,0,0.052493162,5,113.9176,1999,1,0,0,2519.3872
5143,15.7,0,0.114565093,3,112.0202,1997,2,0,0,337.5606
5146,7.06,0,0.043863865,15,59.5904,1987,0,2,0,761.6752
5147,11.35,1,0,13,52.4008,2004,2,1,0,809.6128
5152,13.15,1,0.043831721,13,184.195,1999,1,0,0,2746.425
5157,11.6,0,0.009763021,13,226.2404,1997,2,0,0,1800.3232
5158,9,1,0.032152981,9,102.0016,2009,1,2,1,1518.024
5159,19.35,0,0.021439694,6,119.7098,1987,0,2,0,1325.6078
5161,20.2,0,0.121231308,13,97.5752,2004,2,1,0,1534.0032
5164,5.365,0,0.14024028,12,171.0764,1997,2,0,0,3263.7516
5165,21.2,0,0,15,173.6738,1999,1,0,0,2954.1546
5168,13.5,1,0.055075504,8,33.3874,1999,1,0,0,282.2992
5169,9.6,0,0.014209811,13,188.1872,2004,2,1,0,1701.7848
5170,12.5,0,0.081879864,6,91.7488,1999,1,0,0,1358.232
5171,15.85,1,0.078540095,3,36.3506,2004,2,1,0,607.2096
5172,10.195,0,0.146540889,5,141.7838,1987,0,2,0,1685.8056
5174,7.96,1,0.028478742,3,161.8894,2009,1,2,1,2750.4198
5175,20,1,0.034340926,0,45.4086,1987,0,2,0,981.3892
5178,12.1,1,0.080131363,9,170.9106,2009,1,2,1,1539.9954
5181,9.395,1,0.103731617,13,236.9932,2004,2,1,0,4242.4776
5183,7.42,0,0.0258457,13,188.9872,2009,1,2,1,2458.1336
5184,18.25,1,0.054223942,13,142.0154,2004,2,1,0,2127.231
5186,17.6,0,0.03928284,13,94.641,1999,1,0,0,2799.689
5188,6.825,0,0.046824729,3,155.1998,2009,1,2,1,2460.7968
5189,7.405,1,0.159062948,4,208.9296,1987,0,2,0,2700.4848
5190,15.7,1,0.073966786,0,250.5724,2009,1,2,1,4026.7584
5196,10.195,0,0.146635206,5,139.0838,2004,2,1,0,3652.5788
5197,19.1,1,0.177545624,9,172.4422,1999,1,0,0,3621.2862
5198,8.895,1,0.072693696,2,175.937,2009,1,2,1,529.311
5203,13,1,0.035079516,9,47.9034,1987,0,2,0,583.2408
5205,11.1,1,0.111122936,6,189.2846,2009,1,2,1,3630.6074
5206,5.175,1,0.030330202,8,35.4874,1987,0,2,0,388.1614
5207,11.5,0,0,4,88.254,1997,2,0,0,1298.31
5208,16.75,0,0.008601441,10,73.7038,2009,1,2,1,1404.1722
5210,17.25,1,0.084262458,14,261.591,1987,0,2,0,3418.883
5211,5.88,1,0.08644044,5,155.3998,2004,2,1,0,2153.1972
5214,7.075,1,0.058437653,4,143.0128,1999,1,0,0,1150.5024
5217,9.3,1,0.044652785,9,247.0802,2004,2,1,0,1228.401
5218,5.92,0,0.019184026,14,50.3692,1987,0,2,0,591.2304
5219,9.6,1,0.029638267,9,42.6086,2004,2,1,0,133.8258
5220,14.15,1,0.042180995,4,52.0982,1997,2,0,0,578.5802
5221,11.8,1,0.11507174,14,198.2084,1987,0,2,0,3769.7596
5227,13.3,1,0.063513272,5,149.9708,1987,0,2,0,2106.5912
5229,17.6,1,0.008001018,4,170.4422,1997,2,0,0,2759.0752
5232,13.15,0,0.038011783,13,89.6856,1999,1,0,0,703.0848
5238,12.35,1,0,13,118.9124,1987,0,2,0,3199.8348
5239,14,1,0.023831558,0,103.1332,2009,1,2,1,1948.1308
5240,20.5,1,0.032762495,9,40.0822,2004,2,1,0,1257.0304
5241,8.3,1,0.035347676,6,38.0506,2004,2,1,0,531.3084
5242,19.2,1,0.041291929,9,130.131,1999,1,0,0,1038.648
5244,14.15,1,0.035240817,3,255.5014,1987,0,2,0,5355.0294
5245,7.93,1,0.005557062,5,122.1414,1999,1,0,0,2924.1936
5246,17.1,1,0.067154053,9,114.386,1997,2,0,0,1245.046
5247,16.2,1,0.019362306,14,154.6972,1987,0,2,0,1713.7692
5248,6.465,1,0.124506117,3,264.7884,1997,2,0,0,3709.8376
5249,7.155,0,0.168871496,1,34.3874,2009,1,2,1,670.4606
5250,20.6,0,0.030504756,4,212.6244,2004,2,1,0,3599.3148
5251,20.25,0,0.103142373,3,94.612,2009,1,2,1,652.484
5253,15.85,1,0.082120687,1,177.437,2009,1,2,1,5645.984
5254,9,1,0.069487587,8,266.6884,1987,0,2,0,3974.826
5258,20.85,1,0.021312043,6,104.9306,1987,0,2,0,2299.6732
5259,18.35,0,0.094218363,6,83.9882,1987,0,2,0,1202.4348
5260,18.6,1,0.076841095,13,162.2236,2004,2,1,0,2900.2248
5261,9.8,0,0.063805139,6,117.3492,2004,2,1,0,810.9444
5262,15.1,0,0.087542757,6,219.8456,1999,1,0,0,6189.2768
5264,7.09,1,0.00720931,0,48.1034,1987,0,2,0,1069.2748
5269,19,0,0.097709541,5,48.6718,2009,1,2,1,614.5334
5270,20.5,1,0.143283608,9,37.919,1997,2,0,0,183.095
5274,15.1,0,0.067020992,13,260.3304,1987,0,2,0,5424.9384
5275,19.7,1,0.026826919,9,98.7726,1987,0,2,0,1859.5794
5276,16.2,0,0.01665334,5,97.3726,1997,2,0,0,2055.3246
5277,18.1,1,0.022395357,6,96.5094,2004,2,1,0,1332.9316
5278,10.195,1,0.042113173,13,42.5428,2009,1,2,1,878.856
5279,6.55,0,0.034604343,1,157.8288,1997,2,0,0,2514.0608
5282,12.1,1,0.030250132,3,75.267,2009,1,2,1,612.536
5283,16.5,0,0.079698503,6,100.6332,2004,2,1,0,1537.998
5288,11.35,0,0.005525913,6,168.279,1987,0,2,0,2376.906
5289,9.195,0,0.04712061,5,53.1666,1997,2,0,0,768.999
5291,18.85,1,0.090867297,7,127.3336,1997,2,0,0,3962.8416
5292,8,0,0.030264897,1,250.3092,1997,2,0,0,6723.2484
5293,19.1,1,0.067295406,9,41.9796,1997,2,0,0,701.7532
5297,6.36,1,0.120731024,6,46.506,1999,1,0,0,652.484
5300,17.1,0,0.074059474,6,209.0638,1997,2,0,0,3520.0846
5303,8.76,1,0.050011058,8,126.7336,1987,0,2,0,639.168
5304,6.775,1,0.105225964,9,84.225,2004,2,1,0,3162.55
5305,16.25,1,0.039207025,9,116.1176,1999,1,0,0,2633.9048
5306,19.85,1,0.044489064,4,89.4856,2004,2,1,0,1054.6272
5307,19.75,1,0.012437935,6,189.9872,1987,0,2,0,3781.744
